id,isi,link,judul,images,tanggal
32,"Tim Basket Smanser yang diperkuat oleh Putu Dey Akka, Ricko Dika Oktaviano, Kadek Aprilio Satya Mahendra, dan I Komang Deva Cahyadi Putra berhasil meraih Juara 2 dalam Ajang Porjar untuk cabang Basket yang dilaksanakan di GOR Ngurah Rai Denpasar pada tanggal 3 s.d 8 Juni 2024.\r\n\r\nDikonfirmasi setelah lomba, Dey Akka  mengatakan keikutsertaannya dalam ajang Porjar ini dimulai dari ikut evant KMS Cup Basketball kemudian dari sana diseleksi dan diambil 4 orang untuk dibina bersama siswa dari sekolah lain. Dengan waktu hanya  sebulan latihan akhirnya bisa mencapai final. “Perjuangan kami tidak sia-sia karena sudah dapat meraih juara 2. Selama ini latihannya ketika ekstra dan di luar ekstra juga. ” uangkapnya. \r\n\r\nSelaku pembina, Putu Agus Suar Ekkar Yasa, S.Pd mengatakan bahwa tim Porjar Buleleng ini merupakan gabungan dari sekolah-sekolah lain di Buleleng.  Diakuinya, persiapan sudah dilakukan dari bulan lalu. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi kepada siswa dan pembina yang telah mengharumkan nama Buleleng dan nama sekolah serta berharap semoga siswa Smanser terus bisa berprestasi sebagai wujud semangat kompetitif. (hms/mus)",https://www.instagram.com/p/C8CaaS5v--L/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ?????? ??????? ???? ????? ? ????? ????? ?????? ??????? ????????,5b9a4ad9b404a3db73738edc0c577ec9.jpg,2024-06-10
33,"Dua atlet pencak silat Smanser atas nama Putu Meta Arlina dan Ni Nyoman Divya Savitri berhasil meraih perunggu cabang pencak silat dalam ajang Porjar Tingkat Provinsi yang dilaksanakan pada tanggal 3 s.d 8 Juni 2024 di Denpasar. \r\n\r\nKetika dikonfirmasi, Meta Arlina mengatakan  pada hari pertama babak penyisihan dirinya dan Divya berhasil menang sehingga masuk ke semifinal. Meskipun belum bisa meraih emas namun dirinya bersyukur sudah meraih juara 3. “Iya saya senang meskipun dapat juara 3 atau perunggu, setidaknya bisa pulang tidak dalam keadaan tangan kosong’ ungkap Meta. \r\n\r\nLebih lanjut, dirinya mengatakan raihan ini tidak lepas dari peran besar pembina Bapak  Dewa Made Susastra, S.Pd.,M.Pd yang telah membina selama ini sehingga bisa bersaing di tingkat kabupaten dan melaju ke provinsi. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi kepada siswa dan pembina yang telah mengharumkan nama Buleleng dan nama sekolah serta berharap semoga siswa Smanser terus bisa berprestasi sebagai wujud semangat kompetitif. (hms/mus)",https://www.instagram.com/p/C8Ca9KOvPLG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ?????? ???? ???????? ????? ?????? ??????? ???????? ?????? ?????? ?????,752ac6b7f069a3fc8e32c48407e2504b.jpg,2024-06-10
34,"Dua atlet pencak silat Smanser atas nama Putu Meta Arlina dan Ni Nyoman Divya Savitri berhasil meraih perunggu cabang pencak silat dalam ajang Porjar Tingkat Provinsi yang dilaksanakan pada tanggal 3 s.d 8 Juni 2024 di Denpasar.\r\n\r\nKetika dikonfirmasi, Meta Arlina mengatakan pada hari pertama babak penyisihan dirinya dan Divya berhasil menang sehingga masuk ke semifinal. Meskipun belum bisa meraih emas namun dirinya bersyukur sudah meraih juara 3. “Iya saya senang meskipun dapat juara 3 atau perunggu, setidaknya bisa pulang tidak dalam keadaan tangan kosong’ ungkap Meta.\r\n\r\nLebih lanjut, dirinya mengatakan raihan ini tidak lepas dari peran besar pembina Bapak Dewa Made Susastra, S.Pd.,M.Pd yang telah membina selama ini sehingga bisa bersaing di tingkat kabupaten dan melaju ke provinsi.\r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi kepada siswa dan pembina yang telah mengharumkan nama Buleleng dan nama sekolah serta berharap semoga siswa Smanser terus bisa berprestasi sebagai wujud semangat kompetitif. (hms/mus)",https://www.instagram.com/p/C8Ca9KOvPLG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ??????? ???? ???????? ????? ?????? ??????? ???????? ?????? ?????? ?????,a944a93be5cc1ae1ff48f72d2b15258c.jpg,2024-06-10
35,"Prestasi membanggakan kembali datang dari siswa Smanser atas nama I Gusti Bagus Angga Prasetia. Kali ini dirinya berhasil meraih Juara 2 Ganda dan Juara 3 Single dalam Porjar tingkat provinsi yang dilaksanakan pada tanggal 3 s.d. 8 Juni 2024 di Denpasar. \r\n\r\nDikonfirmasi setelah lomba dirinya mengaku senang karena sudah memenuhi target meskipun juga ada rasa sedikit kecewa karena belum bisa meraih juara 1. Untuk persiapan diakuinya sudah dilakukan sebulan sebelum pertandingan. \r\n\r\nUntuk persiapan selama ini dirinya dibina langsung oleh orang tuanya sendiri I Gusti Bagus Suarjana. Angga Prasetia sudah beberapa kali meraih juara dalam berbagai kejuaraan. Terakhir pada bulan April dirinya pun berhasil meraih Juara 2 dalam kejuaraan Bara Cup. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi kepada siswa dan pembina yang telah mengharumkan nama Buleleng dan nama sekolah serta berharap semoga siswa Smanser terus bisa berprestasi sebagai wujud semangat kompetitif. (hms/mus)",https://www.instagram.com/p/C8CbFBpPYr-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ???????? ???? ????? ? ????? ???  ????? ? ?????? ????? ?????? ??????? ???????? ?????? ?????????,2a90758e486e525fa9ba1e27ca2a2389.jpg,2024-06-10
36,"Sejak diadakan sosialisasi oleh Balai Bahasa Provinsi Bali pada minggu lalu, SMA Negeri 1 Seririt terus mendorong siswa dan guru untuk mengikuti UKBI secara bertahap. Dari 21 siswa yang sudah selesai mengikuti tes, hasilnya pun beragam. Yang membanggakan, salah satu siswa atas nama Naomi Himawari berhasil meraih predikat istimewa.\r\n\r\nNaomi merupakan salah satu siswa berprestasi yang saat ini duduk di kelas XI. Dirinya sempat meraih Juara 3 LCC Pertanian Tingkat Provinsi dan pada bulan April kemarin juga mendapat peringkat 1 Kompetisi Sains Nasional Tingkat Kabupaten (OSN-K) Bidang Kebumian. Untuk di sekolah, Naomi juga merupakan juara umum di kelas XI.\r\n\r\nDikonfirmasi mengenai capaian “istimewa” yang diraihnya dalam UKBI, siswa yang punya cita-cita bekerja di bidang hukum ini mengatakan kalau sebenarnya dirinya tidak begitu mendalami mata pelajaran Bahasa Indonesia. Namun sejak kecil Naomi memiliki minat yang tinggi dalam membaca baik dalam bentuk cerita, narasi maupun buku sehingga cukup familiar dengan kaidah kebahasaan.\r\n\r\nSebelum tes Naomi juga hanya membaca sekilas buku panduan umum ejaan bahasa Indonesia. Setelah hasilnya keluar diakuinya membuat dirinya sedikit kaget karena tidak menyangka dapat predikat istimewa. “Target saya hanya predikat unggul saja sudah cukup, tapi syukur dapat istimewa” ungkap Naomi.\r\n\r\nBagi Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd capaian ini diharapkan menjadi pemantik semangat untuk terus meningkatkan gerakan literasi di sekolah. Dalam hal UKBI, pihaknya akan terus mendorong secara kuantitas agar warga sekolah banyak yang bisa ikut. “Kita akan terus dorong dan fasilitasi siswa maupun guru mapel bahasa untuk bisa ikut UKBI ini” ungkapnya. (hms/mus)",https://www.instagram.com/p/C8ED5FJvy4X/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"????? ????????, ????? ??????????? ???? ???? ???????? “????????” ????? ????",3511007de100db5b18b6fcfa9bc39571.jpg,2024-06-11
37,"Kabar menggembirakan kembali datang dari ajang Porjar Bali tahun ini. Setelah cabang basket, bulutangkis, dan pencak silat, kali ini siswa Smanser atas nama Ni Nyoman Radin Listuhayu T berhasil meraih Medali Emas kategori Embu Berpasangan Kyukenshi dan Medali Perunggu Kategori Randori Puteri kelas 50 Tingkat SMA/SMK cabang Olahraga Shorinji Kempo pada tanggal 3 - 5 Juni di Denpasar.\r\n\r\nKetika dikonfirmasi, siswa yang akrab disapa Radin ini mengungkapkan rasa senang dan bangganya karena mampu mengharumkan nama sekolah dan Kabupaten Buleleng dengan menyumbangkan 2 medali. Baginya kerja keras selama kurang lebih 4 bulan selama ini bisa terbayarkan. Namun, dirinya menyadari bahwa perjalanannya dalam mengembangkan potensi serta minat bakatnya masih panjang sehingga tidak boleh cepat berpuas diri. “Masih banyak kesempatan yang bisa saya ambil dalam meraih prestasi. Jadi saya masih tetap terus giat berlatih dan belajar agar bisa menjadi lebih baik lagi kedepannya” ungkap Radin.\r\n\r\nRadin sudah menekuni olahraga kempo sejak kelas 5 SD pada tahun 2017. Selama terjun di dunia olahraga, dirinya bermodal semangat dan disiplin dalam latihan. Dirinya juga harus menyeimbangkan waktu antara belajar dengan bidang yang digelutinya. Meskipun aktif di kempo dirinya juga bisa meraih juara kelas. Demikian juga dengan juara pada beberapa lomba seperti seperti pidato, story telling, dan membaca puisi.\r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi kepada siswa dan pembina yang telah mengharumkan nama Buleleng dan nama sekolah serta berharap semoga siswa Smanser terus bisa berprestasi sebagai wujud semangat kompetitif. (hms/mus)",https://www.instagram.com/p/C8EtE20veLM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ????????? ???? ???? ??? ???????? ?????? ???????? ????? ?????? ????,1b5c5f166d62c03bdfb57f1fbeac2ebe.jpg,2024-06-11
38,"Setelah sebelumnya sukses dalam UKBI, kali ini siswa Smanser atas nama Naomi Himawari kembali mendulang prestasi. Dirinya dinyatakan sebagai pemenang Olimpiade Sains Nasional Tingkat Provinsi (OSN-P) Jenjang SMA/MA/Sederajat Tahun 2024 untuk Bidang Kebumian sekaligus sebagai peserta OSN mewakili Bali.\r\n\r\nDitanya mengenai raihan ini, Naomi mengatakan dirinya sangat bersyukur karena usahanya selama ini membuahkan hasil. Diakuinya selama ini dirinya lebih banyak belajar mandiri melalui sumber-sumber dari internet dan beberapa jurnal yang diberikan oleh pembina. “Saya mulai fokus belajar kebumian dari awal tahun kemarin. Saat pembinaan, pembina biasanya memberikan latihan soal kemudian dibahas secara bersama-sama”, ungkap Naomi.\r\n\r\nUntuk di tingkat nasional, Naomi mengakui perlu persiapan yang lebih intensif untuk persiapan praktikum. Persiapan tersebut menyangkut risert dan latihan soal seperti pola sebelumnya. “Untuk ke nasional saya harus lebih giat lagi soalnya ada praktikum, lebih banyak pembinaan di sekolah nanti” lanjut Naomi.\r\n\r\nSelaku pembina, Putu Eka Setia Dewi, S.Pd mengatakan selama persiapan dirinya berusaha sebaik mungkin untuk memfasilitasi Naomi mulai dari latihan soal, memberikan motivasi, dan memberikan target materi yang harus dicapai per harinya. Tidak jarang harus memanfaatkan hari libur mengingat Naomi mengikuti banyak kegiatan di kesiswaan. Dirinya berharap siswa bisa memberikan yang terbaik untuk sekolah dan Bali.\r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi kepada siswa dan pembina karena telah mengharumkan nama sekolah dan juga Buleleng. Pihaknya kembali menegaskan bahwa raihan ini sebagai bukti sekolah telah memfasilitasi minat bakat dan cita-cita anak. (hms/mus)",https://www.instagram.com/p/C8dcf58PKGL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,?????? ???????? ???????? ????? ???????? ?????? ???? ?? ??????? ????????,33e4c4833a846c21fd7ba97d4dfce173.jpg,2024-06-21
39,"Prestasi tingkat nasional kembali diukir oleh siswa Smanser. Kali ini siswa atas nama Gede Ariawan berhasil meraih Juara III kategori Yoga Asana dalam ajang Indonesian Yoga Competition 2024 yang diselenggarakan oleh Perkumpulan Penekun Yoga Budaya Nusantara (PPYBN) di Ubud Bali.\r\n\r\nKetika ditanya terkait raihan ini, Ariawan mengaku sangat senang karena sudah bisa mewakili sekolah dalam ajang ini. Untuk latihan selama ini selain bersama pembina pada jam ekstrakurikuler, dirinya juga latihan di rumah untuk melatih kekuatan, kelenturan dan ketahan tubuhnya. “Saya tertarik dengan yoga karena saya ingin olahraga yang sifatnya tenang dan mengalir, saya juga tertarik karena melalui yoga kita bisa meningkatkan rasa sopan santun kepada sesama” ungkap Ariawan.\r\n\r\nPembina ekstrakurikuler Yoga SMA Negeri 1 Seririt Putu Dian Pratama, ST mengatakan bahwa sejauh ini peminat yoga masih terbilang sedikit sehingga dengan prestasi ini diharapkan menjadi awal untuk kebangkitan yoga secara masif, bukan hanya sebagai jalan menuju sehat, tetapi juga sebagai jalan perdamaian antarsesama sehingga memberikan dampak positif kepada diri dan lingkungan sekitar.\r\n\r\nTerkait lomba yang diikuti, dirinya mengatakan persiapannya dilakukan dengan matang, baik dari konsep, penentuan gerakan, maupun lokasi pengambilan gambar disesuaikan dengan tema yang dipilih. “Semoga dengan yoga perilaku anak-anak menjadi lebih baik, sehat secara fisik dan mental yang berdampak pada kemampuan belajar anak nantinya” ungkapnya.\r\n\r\nAtas prestasi yang diraih, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan apresiasi kepada siswa dan juga pembina karena telah mengharumkan nama sekolah. Sekolah pada prinsipnya akan terus mendukung dan memfasilitasi pengembangan minat dan bakat siswa melalui program-program yang ada di sekolah. (hms/mus)",https://www.instagram.com/p/C8iyqXYPrrw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ??????? ???? ????? ??? ????? ????? ?????????? ???? ??????????? ????,3619260075e3030c8c7f4505f808f1c3.jpg,2024-06-23
40,"Salah satu siswa berprestasi Smanser Desak Putu Ayu Dina Candradewi kembali meraih prestasi. Kali ini dirinya berhasil meraih Juara II Lomba Cipta Baca tingkat SMA/SMK se-Kabupaten Buleleng yang diselenggarakan oleh Kampus STIE Singaraja pada tanggal 14 Juni 2024.\r\n\r\nDikonfirmasi setelah lomba, Desak Candradewi mengatakan bahwa dirinya sangat bersyukur bisa kembali meraih juara. Meskipun dirinya sudah sering ikut lomba cipta dan baca puisi namun kali ini dirinya juga mempersiapkan diri dengan baik. “Saya bersyukur bisa meraih juara meskipun belum bisa jadi yang terbaik” ungkap Desak.\r\n\r\nPembina Ni Wayan Budiari, S.Pd mengatakan untuk lomba kali ini Smanser mengirim dua perwakilan. Namun, hanya Desak yang berhasil meraih juara. Dirinya mengatakan Desak sudah beberapa kali menjuarai lomba cipta baca puisi sehingga pembinaannya juga lebih banyak pada penguatan saja.\r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd memberikan apresiasi kepada siswa dan pembina yang telah berhasil meraih prestasi. Pihaknya berharap seluruh siswa SMA Negeri 1 Seririt terus mengasah minat dan bakatnya baik bidang akademik maupun nonakademik. (hms/mus)",https://www.instagram.com/p/C8vVPbsS5JH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ?????????? ???? ????? ?? ????? ????? ???? ????? ?? ?????? ???? ?????????,817f5ce5508ac05d06be86ffc2945434.jpg,2024-06-28
41,"Selain dikenal karena keterampilannya dalam cipta baca puisi, siswa Smanser atas nama Desak Putu Ayu Dina Candradewi juga terampil sebagai MC. Hal ini dibuktikan dengan diraihnya juara harapan I dalam MC Contest 2024 yang diselenggarakan oleh Public Speaking Bali bekerja sama dengan D’Youth Fest 2024. Kegiatan berlangsung di gedung Dharma Negara Alaya Denpasar pada tanggal 23 Juni 2024.\r\n\r\nKetika dikonfirmasi, Desak Candradewi mengatakan untuk persiapan lomba kali ini dirinya membuat naskah MC sendiri dengan mencari referensi dari youtube. Sebelum masuk final dirinya mengikuti babak penyisihan yang dilaksanakan secara online. Setelah dinyatakan masuk final dirinya pun bisa tampil secara luring. “Selama persiapan saya coba mencari referensi di youtube selain mendapatkan pembinaan juga dari sekolah” ungkap Desak.\r\n\r\nSelaku pembina, Ni Wayan Budiari, S.Pd mengatakan bahwa selama pembinaan juga dilakukan bersama dengan guru bahasa Bali I Kadek Mustika, S.Pd.B., M.Pd utamanya menyangkut aspek kebahasaan. Selain pembinaan di sekolah, Desak juga tekun belajar mandiri dari contoh-contoh yang ada di youtube sehingga bisa terus memperbaiki diri. “Saya lebih banyak memberikan support mental mengingat ini lombanya tingkat umum” ungkapnya.\r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd mengatakan bahwa dengan terus diraihnya prestasi oleh siswa Smanser membuktikan siswa memiliki semangat dan jiwa kompetitif. Hal ini sebagai bentuk implementasi dari visi sekolah khususnya aspek kompetitif. Pihaknya mendorong para siswa untuk terus aktif mengembangkan bakatnya dengan mengikuti berbagai lomba. (hms/mus)\r\n",https://www.instagram.com/p/C8vVcexS9mQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"??????? ????? ????? ???? ?????, ????? ?????????? ???? ????? ??????? ? ?? ??????? ??????? ????????",e95efd8292fd61488976732fb92afeb4.jpg,2024-06-28
42,"Seolah tak pernah sepi dari prestasi, siswa atas nama I Gusti Bagus Angga Prasetia kembali meraih prestasi dan mengharumkan nama sekolah. Kali ini dirinya berhasil meraih Juara I Tunggal Putra dan Juara 3 Ganda Putra dalam Kejuaraan Bulutangkis POKER OPEN CUP III se-Jawa, Bali, NTB yang dilaksanakan pada tanggal 19 s.d. 23 Juni 2024 di GOR Satria Mandala Bhakti, Kerobokan Badung.\r\n\r\nDikonfirmasi setelah lomba dirinya mengaku sangat senang karena sudah dapat memenuhi target yaitu bisa memperoleh yang terbaik. Persiapan yang dilakukan selama ini diakuinya tidak jauh beda ketika mengikuti kejuaraan yang lain. Meskipun sudah sering mendapat juara dalam beberapa ajang lomba namun dirinya tetap berlatih secara konsisten. “Modal saya selama ini latihan secara konsisten dan selalu berusaha memberikan yang terbaik” ungkap Angga Prasetia.\r\n\r\nUntuk persiapan selama ini dirinya dibina langsung oleh orang tuanya sendiri I Gusti Bagus Suarjana sekaligus sebagai pembina ekstrakurikuler Bulutangkis di SMA Negeri 1 Seririt. Diakuinya fasilitas berupa tempat latihan masih menjadi kendala selama ini. Meskipun demikian, siswa selama ini sudah sering menjuarai lomba, baik di tingkat kabupaten, provinsi maupun nasional.\r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi kepada siswa dan pembina yang telah mengharumkan nama sekolah serta berharap semoga siswa Smanser terus bisa berprestasi sebagai wujud semangat kompetitif. (hms/mus)\r\n",https://www.instagram.com/p/C84iSSjvEdb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ???????? ??????? ????? ????????? ??????????? ????? ???? ??? ???,bb19b97e08aff87e496f9e02300be6e8.jpg,2024-07-01
43,"Prestasi tingkat nasional kembali diraih oleh siswa Smanser. Kali ini siswa atas nama I Made Dwi Suadnyana berhasil meraih Juara Favorit dalam Lomba Cipta Puisi tingkat nasional yang diselenggarakan oleh PT Lentera Pendidikan Indonesia secara daring pada tanggal 17 s.d 29 Juni 2024.\r\n\r\nDikonfirmasi mengenai raihan ini, siswa yang akrab disapa Dwi ini mengaku bangga meskipun belum bisa meraih juara utama. Dari 567 peserta lomba karyanya berhasil terpilih menjadi karya favorit. “Awalnya saya cari informasi tentang lomba ini di instagram dan saya coba ikuti, syukur terpilih sebagai karya favorit. Selama persiapan saya lebih banyak mencari referensi dari sosial media” ungkap Dwi.\r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan apresiasi kepada siswa yang telah mengharumkan nama sekolah. Meskipun tanpa pembinaan siswa mampu secara mandiri meraih prestasi. Pihaknya terus mendorong agar siswa tetap semangat dalam mengembangkan minat dan bakatnya sehingga mampu meraih prestasi. (hms/mus)",https://www.instagram.com/p/C9E_mS8Pylx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,? ???? ??? ????????? ???? ????? ??????? ????? ????? ????? ??????? ????????,20f13a182358ce16028b2e4d357417cb.jpg,2024-07-06
44,"Tim Pusat Informasi dan Konseling Remaja (PIK-R) Smanser berhasil meraih Juara 1  Lomba Video Kreatif dalam rangka peringatan Hari Keluarga Nasional (HARGANAS) BKKBN Bali ke-31 Tingkat Provinsi.  \r\n\r\nTim beranggotakan  empat orang siswa yaitu Kadek Linda Lestari, Komang Putri Raju, Putu Juwita Erliana, Putu Wina Apriliani  dan dua orang pembina yaitu  Kadek Thera Oktariyani, S.Pd.,M.Pd dan Gede Aan Karisma, S.Pd. Adapun tema dalam lomba video ini yaitu Kebersamaan Keluarga: Remaja dan Orang Tua. \r\n\r\nDikonfirmasi terkait capaian ini, perwakilan tim Komang Putri Raju mengatakan sangat bangga dan bersyukur bisa meraih Juara I dalam ajang Harganas ini mengingat banyak tantangan selama proses pembuatan video. ""Saya bersyukur bisa meraih juara I yang tentunya berkat pembina juga. Semoga saya dan teman-teman dapat terus bisa mengembangkan diri menghasilkan karya-karya yang kreatif"" ungkapnya. \r\n\r\nSelaku pembina dan juga guru BK di Smanser Kadek Thera Oktariyani, S.Pd., M.Pd mengatakan bahwa dirinya merasa bangga  karena bisa membersamai anak-anak Smanser dalam menggali potensi positif dalam bidang video kreatif pada perayaan Harganas. Dirinya berharap agar anak-anak Smanser bisa menggali potensinya lebih maksimal lagi sehingga kemampuan siswa yang sudah terbentuk bisa berkembang dengan optimal. \r\n\r\nAtas raihan ini Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan apresiasi dan terima kasihnya kepada peserta dan pembina karena telah mengharumkan  nama sekolah. Raihan ini sebagai bukti bahwa anak-anak SMA Negeri 1 Seririt memiliki jiwa kompetitif sesuai visi sekolah. Melalui lomba ini juga diharapkan keberadaan PIK-R di SMA Negeri 1 Seririt semakin  optimal dalam memberikan layanan informasi dan konseling. (hms/mus)",https://www.instagram.com/p/C9mbjRpz2Vh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ???-? ??????? ???? ????? ? ????? ????? ??????? ??????????? ???????? ??-??,a2c08cc811d775a6215a94a49a73e757.jpg,2024-07-19
45,"Tim tari kreasi SMA Negeri 1 Seririt sukses memboyong beberapa juara dalam ajang Generation International Competition. Glory Dance berhasil meraih Juara I Lomba Tari Nusantara, sementara itu Glory Junior meraih Juara II, dan siswa atas nama Made Mahesa Arya Joe Moreno berhasil meraih Runner Up II Duta International Culture. Kegiatan yang diselenggarakan oleh Dinas Pariwisata Kabupaten Buleleng ini berlangsung di Taman Bung Karno Singaraja pada Minggu (14/7) lalu. \r\n\r\nTim Glory Dance beranggotakan  Ni Made Dela Sintya Ardiana Putri, Shaira Rise Fitriani, I Gusti Ayu Natasya Apriliia, Kadek Christina Helynsia, Putu Melan Melinda dan Made Melin Melianda  akhirnya berhasil menyisihkan 20 peserta lainnya. Dengan kemenangan ini Glory Dance akan mewakili Bali di ajang internasional. \r\n\r\nSementara itu,  Tim Glory Junior yang beranggotakan Anniku Morena, Ni Putu Oka Leosi Widiasi, Putu Candra Adi Pratiwi, I Gusti Ayu Anggi Yunita, Ni Luh Dewi Asrining, dan  Zurais Muhammad  berhasil mengikuti jejak seniornya dengan meraih juara II. \r\n\r\nPembina ekstrakurikuler tari kreasi SMA Negeri 1 Seririt Cris Satrya Pratama, S.E yang akrab disapa Cris mengatakan  sangat bangga  karena siswa-siswi SMA Negeri 1 Seririt sangat bertalenta dan disiplin sehingga memudahkannya dalam membina hingga bisa meraih juara. Harapannya semoga siswa yang lain  juga bisa sukses di bidang seni tari kreasi. \r\n\r\nMewakili kedua tim,  Shaira Rise Fitriani mengaku senang karena perjuangannya latihan selama sebulan bisa terbayarkan dengan meraih juara 1 dan 2. Dirinya berharap, Glory Dance dan Glory Junior bisa tetap eksis dan bisa terus berkarya. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt, Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi dan terima kasih kepada siswa dan pembina. Prestasi demi prestasi yang diraih oleh siswa Smanser diharapkan semakin memotivasi siswa untuk tetap semangat mengembangkan minat dan bakatnya dengan atau tanpa dampingan dari pembina. (hms/mus)",https://www.instagram.com/p/C9n7MJnT9ad/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"???? ????? ?????????? ????????????? ???????????, ??????? ?????? ????? ???? ?????????",c71cd004da2c1bd5677a233aeeb73e7a.jpg,2024-07-19
46,"Setelah sukses di tingkat kabupaten, Ni Made Sri Ayu Gandhaki akhirnya berhasil meraih posisi sebagai Juara V Duta GenRe Provinsi Bali. Dirinya maju ke provinsi sebagai wakil dari Kabupaten Buleleng. Tahapan  10 besar ini sudah dimulai dari 29 Mei s.d. 16 Juli 2024 melalui berbagai challenge, pembekalan materi, tes tulis, tes program kerja, deep interview, dan karantina. Hingga akhirnya acarai grand final dilaksanakan pada Selasa (16/7) 2024 bertempat di Gedung Dharma Negara Alaya, Denpasar. \r\n\r\nDitanya mengenai raihan ini, dirinya mengatakan senang dan bersyukur dapat diberikan kepercayaan untuk berada di posisi seorang Duta GenRe Provinsi Bali. Dirinya dari awal juga  tidak pernah menyangka bisa berada di titik ini. Namun pastinya berada di posisi ini bukan suatu hal yang mudah. Banyak hal yang perlu diperjuangkan dan pastinya banyak dukungan yang menyertai baik dari keluarga, forum GenRe Buleleng, sekolah dan teman-teman lainnya. \r\n\r\nKe depan dirinya berharap dapat menjalankan tugas dengan baik sebagai Duta GenRe dan menjadi role model untuk rekan-rekan remaja lainnya. Dirinya juga berharap agar nantinya rekan-rekan PIK-R Smanser ataupun yang lain dapat termotivasi dan bahkan nantinya mampu mengharumkan nama sekolah dalam berbagai ajang perlombaan lainnya. “Terima kasih banyak untuk semua pihak yang selalu memberikan doa terbaik dan dukungannya sampai detik ini” ucap Gandhaki.\r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi dan terima kasih kepada Gandhaki yang kembali bisa mengharumkan nama sekolah. Setelah sebelumnya PIK-R Smanser sukses meraih juara I video kreatif kini kembali bisa masuk sebagai Duta GenRe. “Semoga ini menjadi inspirasi bagi anak-anak yang lain untuk tetap semangat mengasah minat dan bakatnya”, pungkasnya. (hms/mus)",https://www.instagram.com/p/C9wiU8XzBlh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"?????? ???-? ???????, ?? ???? ??? ??? ???????? ???? ????? ? ???? ????? ???????? ????",7cc91e42bc1efa8e6f9069bf39ac943b.jpg,2024-07-23
